sentence,difficulty,tokenized,wordnb,cognate,cognatenb,cognateratio,punctuation,token_nb,tokenratio
"Quand Ulysse fut parti, Pénélope demeura pensive.",C2,"['ulysse', 'partir', 'pénélope', 'demeura', 'pensif']",7,"['ulysse', 'partir', 'pensif']",3,0.42857142857142855,2,5,0.7142857142857143
Cette épée brûlante rongeait mes cils et fouillait mes yeux douloureux.,C2,"['épée', 'brûlant', 'ronger', 'cil', 'fouiller', 'oeil', 'douloureux']",11,"['cil', 'oeil', 'douloureux']",3,0.2727272727272727,1,7,0.6363636363636364
Quelles tâches pourraient-ils accomplir?,C2,"['tâche', 'pouvoir', 'accomplir']",5,[],0,0.0,2,3,0.6
"Chaque acteur doit établir des relations triurnes impliquant les aspects énergétiques, émotionnel, et computationnel.",C2,"['acteur', 'devoir', 'établir', 'relation', 'triurne', 'impliquer', 'aspect', 'énergétique', 'émotionnel', 'computationnel']",14,['relation'],1,0.07142857142857142,3,10,0.7142857142857143
"Au protectionnisme culturel, ensuite",C2,"['protectionnisme', 'culturel', 'ensuite']",4,[],0,0.0,1,3,0.75
Une indéniable sérénité se reflétait sur ses traits.,C2,"['indéniable', 'sérénité', 'refléter', 'trait']",8,[],0,0.0,1,4,0.5
"Gutrie (Petty, 2000) citent les initiatives marquantes prises dans ce domaine par SKANDIA, RAMBOLL et DOW CHEMICALS pour la publication de rapports annuels incluant la notion de capital intellectuel",C2,"['gutrie', 'petty', '2000', 'citer', 'initiative', 'marquant', 'prendre', 'domaine', 'skandia', 'ramboll', 'dow', 'chemicals', 'publication', 'rapport', 'annuel', 'inclure', 'notion', 'capital', 'intellectuel']",29,"['initiative', 'prendre', 'skandia', 'dow', 'publication', 'notion', 'capital']",7,0.2413793103448276,2,19,0.6551724137931034
Cette ribaude ricane et échafaude !,C2,"['ribaud', 'ricane', 'échafaude']",5,['ribaud'],1,0.2,0,3,0.6
"En 1913, moins de 1 travailleur sur 3, dérogations obligent, bénéficie réellement de ces vingt-quatre heures chômées.",C2,"['1913', 'travailleur', 'dérogation', 'obligent', 'bénéficier', 'réellement', 'vingt-quatre', 'heure', 'chômé']",18,['heure'],1,0.05555555555555555,5,9,0.5
"Ces derniers auraient engendré des rats mithridatisés, pathologiquement agressifs, dotés d'une formidable force de mâchoire.",C2,"['engendrer', 'rat', 'mithridatiser', 'pathologiquement', 'agressifs', 'doté', 'formidable', 'force', 'mâchoire']",16,"['rat', 'formidable']",2,0.125,3,9,0.5625
Les valorisations boursières des sociétés Internet comme AMAZON,C2,"['valorisation', 'boursier', 'société', 'internet', 'amazon']",8,"['valorisation', 'boursier', 'internet', 'amazon']",4,0.5,0,5,0.625
"Les gourmets, adeptes de bistronomie, s'en voient souvent proposé en plateau accompagné de fruits secs, voire de confiture ; un mélange sucré salé qui sied parfaitement aux apéritifs dinatoires si chers aux papilles hexagonales.",C2,"['gourmet', 'adepte', 'bistronomie', 'voir', 'proposer', 'plateau', 'accompagner', 'fruit', 'secs', 'voire', 'confiture', 'mélange', 'sucrer', 'saler', 'sied', 'parfaitement', 'al', 'apéritif', 'dinatoire', 'al', 'papille', 'hexagonal']",34,"['gourmet', 'proposer', 'plateau', 'accompagner', 'secs', 'confiture', 'saler', 'sied', 'hexagonal']",9,0.2647058823529412,4,22,0.6470588235294118
"Pourtant, ce geste famillier rappelle quotidiennement la construction inégalitaire du Monde initiée au XVe siècle.",C2,"['pourtant', 'geste', 'famillier', 'rappeler', 'quotidiennement', 'construction', 'inégalitaire', 'monde', 'initiée', 'xv', 'siècle']",15,[],0,0.0,2,11,0.7333333333333333
"Asiles, fermes, bistrots, musées s'entrecroisent, dans un mouvement de balancier entre des descriptions sordides et des périodes plus apaisées, fournies par une journée réussie de mendicité ou les excentricités du poète anarchiste Emil Szittya, rencontré à Stuttgart.",C2,"['asile', 'ferme', 'bistrot', 'muser', 'entrecroiser', 'mouvement', 'balancier', 'description', 'sordide', 'période', 'apaiser', 'fournie', 'journée', 'réussir', 'mendicité', 'excentricité', 'poète', 'anarchiste', 'emil', 'szittya', 'rencontrer', 'stuttgart']",38,"['bistrot', 'muser', 'sordide', 'fournie', 'emil', 'stuttgart']",6,0.15789473684210525,7,22,0.5789473684210527
"Dans les thérapies cognitives et comportementales (TCC) destinées aux addictions, on apprend à utiliser des stratégies pour résister aux envies irrépressibles.",C2,"['thérapie', 'cognitif', 'comportemental', 'tcc', 'destinée', 'addiction', 'apprendre', 'utiliser', 'stratégie', 'résister', 'envie', 'irrépressible']",21,"['tcc', 'addiction', 'envie']",3,0.14285714285714285,2,12,0.5714285714285714
"Certains produits leur devinrent ensuite indispensables, en particulier le sucre.",C2,"['produit', 'devenir', 'ensuite', 'indispensable', 'sucre']",10,['sucre'],1,0.1,2,5,0.5
Cet auteur tellement lu pour sa Grammaire impertinente propose aussi,C2,"['auteur', 'lu', 'grammaire', 'impertinent', 'propose']",10,"['impertinent', 'propose']",2,0.2,0,5,0.5
"Les comparaisons entre entreprises restent très difficiles et même si certains outils méthodologiques ont été développés comme l'Intangible Assets Monitor (Sveiby) ou le Balanced Scorecard (Norton et Kaplan), leurs approches restent discutées5",C2,"['comparaison', 'entreprise', 'difficile', 'outil', 'méthodologique', 'développer', 'intangible', 'asset', 'monitor', 'sveiby', 'balanced', 'scorecard', 'norton', 'kaplan', 'approche', 'discutées5']",33,"['comparaison', 'intangible', 'monitor', 'scorecard', 'norton', 'kaplan', 'approche']",7,0.21212121212121213,1,16,0.48484848484848486
Victoire en 1906: la loi du 13 juillet instaure une trêve dominicale obligatoire.,C2,"['victoire', '1906', 'loi', '13', 'juillet', 'instaur', 'trêve', 'dominical', 'obligatoire']",13,"['victoire', 'loi', 'dominical']",3,0.23076923076923078,1,9,0.6923076923076923
"Lorsqu'elle eut revu son premier amoureux, son coeur battit follement",C2,"['revoir', 'amoureux', 'coeur', 'battit', 'follement']",11,"['amoureux', 'coeur']",2,0.18181818181818182,1,5,0.45454545454545453
"Célibat, sous-fécondité a l'échelle ibérique et départs forment ainsi un système régulateur de la croissance démographique.",C2,"['célibat', 'sous-fécondité', 'échelle', 'ibérique', 'départ', 'former', 'système', 'régulateur', 'croissance', 'démographique']",18,['former'],1,0.05555555555555555,3,10,0.5555555555555556
"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les ""pays neufs"" deviennent des prolongements européens.",C2,"['inversement', 'région', 'tempérer', 'lointain', 'intéresser', 'médiocrement', 'colonisateur', 'explosion', 'démographique', 'vieux', 'continent', 'xix', 'siècle', 'moment', 'pays', 'devenir', 'prolongement', 'européen']",31,"['lointain', 'explosion', 'continent', 'xix', 'moment']",5,0.16129032258064516,5,18,0.5806451612903226
"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les pays neufs deviennent des polongements européens.",C2,"['inversement', 'région', 'tempérer', 'lointain', 'intéresser', 'médiocrement', 'colonisateur', 'explosion', 'démographique', 'vieux', 'continent', 'xix', 'siècle', 'moment', 'pays', 'deviennent', 'polongement', 'européen']",31,"['lointain', 'explosion', 'continent', 'xix', 'moment']",5,0.16129032258064516,3,18,0.5806451612903226
Les fortunes détruites sont les chevrons des courtisanes.,C2,"['fortune', 'détruire', 'chevron', 'courtisane']",8,"['fortune', 'chevron', 'courtisane']",3,0.375,1,4,0.5
"Dans la forêt aux éclats dispersés de soleil, immobile forêt d'antique effroi, il allait le long des enchevêtrements, beau et non moins noble que son ancêtre Aaron, frère de Moïse, allait, soudain riant et le plus fou des fils de l'homme, riant d'insigne jeunesse et amour, soudain arrachant une fleur et la mordant, soudain dansant, haut seigneur aux longues bottes, dansant et riant au soleil aveuglant entre les branches, avec grâce dansant, suivi des deux raisonnables bêtes, d'amour et de victoire dansant tandis que ses sujets et créatures de la forêt s'affairaient irresponsablement, mignons lézards vivant leur vie sous les ombrelles feuilletées des grands champignons, mouches dorées traçant des figures géométriques, araignées surgies des touffes de bruyère rose et surveillant des charançons aux trompes préhistoriques, fourmis se tâtant réciproquement et échangeant des signes de passe puis retournant à leurs solitaires activités, pics ambuants auscultant, crapauds esseulés clamant leur nostalgie, timides grillons tintant, criantes chouettes étrangement réveillées.",C2,"['forêt', 'al', 'éclat', 'disperser', 'soleil', 'immobile', 'forêt', 'antique', 'effroi', 'aller', 'long', 'enchevêtrement', 'noble', 'ancêtre', 'aaron', 'frère', 'moïse', 'aller', 'soudain', 'riant', 'fou', 'fils', 'homme', 'rire', 'insigne', 'jeuness', 'amour', 'soudain', 'arracher', 'fleur', 'mordre', 'soudain', 'danser', 'haut', 'seigneur', 'al', 'long', 'botte', 'danser', 'rire', 'soleil', 'aveuglant', 'branche', 'grâce', 'danser', 'raisonnable', 'bête', 'amour', 'victoire', 'danser', 'tandis', 'sujet', 'créature', 'forêt', 'affairer', 'irresponsablement', 'mignon', 'lézards', 'vivre', 'vie', 'ombrelle', 'feuilleter', 'grand', 'champignon', 'mouches', 'dorer', 'tracer', 'figure', 'géométrique', 'araignée', 'surgir', 'touffe', 'bruyère', 'rose', 'surveiller', 'charançon', 'al', 'trompe', 'préhistorique', 'fourmi', 'tâter', 'réciproquement', 'échanger', 'signe', 'passer', 'retourner', 'solitaire', 'activité', 'pic', 'ambuant', 'ausculter', 'crapauds', 'esseulé', 'clamer', 'nostalgie', 'timide', 'grillon', 'tinter', 'criante', 'chouette', 'étrangement', 'réveiller']",161,"['disperser', 'soleil', 'immobile', 'effroi', 'aller', 'long', 'aaron', 'aller', 'fou', 'homme', 'rire', 'insigne', 'amour', 'mordre', 'danser', 'long', 'botte', 'danser', 'rire', 'soleil', 'danser', 'amour', 'victoire', 'danser', 'mignon', 'vie', 'champignon', 'mouches', 'dorer', 'tracer', 'surgir', 'rose', 'surveiller', 'trompe', 'fourmi', 'passer', 'solitaire', 'pic', 'clamer', 'nostalgie', 'timide', 'grillon', 'chouette']",43,0.2670807453416149,23,102,0.6335403726708074
"Pareil pour les mathématiques , poursuit David Wilgenbus.",C2,"['pareil', 'mathématique', 'poursuivre', 'david', 'wilgenbus']",7,"['poursuivre', 'david']",2,0.2857142857142857,2,5,0.7142857142857143
"Table ronde avec Bruno Bonnell, PDG de Robopolis, société française spécialisée dans la robotique personnelle, Richard Castelli, commissaire artistique de l'exposition ""Art robo-tique"" à la Cité des sciences et de l'industrie à Paris et Brigitte Munier, enseignante-chercheuse.",C2,"['table', 'rond', 'bruno', 'bonnell', 'pdg', 'robopoli', 'société', 'français', 'spécialiser', 'robotique', 'personnel', 'richard', 'castelli', 'commissaire', 'artistique', 'exposition', 'art', 'robo', 'tiqu', 'cité', 'science', 'industrie', 'paris', 'brigitte', 'munier', 'enseignant', 'chercheur']",41,"['rond', 'bruno', 'bonnell', 'pdg', 'richard', 'castelli', 'artistique', 'exposition', 'art', 'robo', 'tiqu', 'industrie', 'paris', 'brigitte', 'munier']",15,0.36585365853658536,10,27,0.6585365853658537
"Une table carrée, de quatre couverts, étalait sa nappe blanche, si luisante qu'elle semblait vernie ; et les verres, l'argenterie, le réchaud brillaient gaiement sous la flamme de douze bougies portées par deux hauts candélabres.",C2,"['table', 'carrer', 'couvert', 'étaler', 'napp', 'blanc', 'luisant', 'sembler', 'vernir', 'verre', 'argenterie', 'réchaud', 'briller', 'gaiement', 'flamme', 'bougie', 'porter', 'haut', 'candélabre']",36,"['carrer', 'napp', 'sembler', 'vernir', 'verre', 'briller', 'flamme', 'bougie', 'porter']",9,0.25,6,19,0.5277777777777778
"Les égouts soufflaient par leurs bouches de granit leurs haleines empestées, et les cuisines souterraines jetaient à la rue, par leurs fenêtres basses, les miasmes infâmes des eaux de vaisselle et des vieilles sauces.",C2,"['égout', 'soufflaient', 'bouche', 'granit', 'haleine', 'empester', 'cuisine', 'souterraine', 'jeter', 'rue', 'fenêtre', 'miasme', 'infâme', 'eau', 'vaisselle', 'vieux', 'sauce']",34,"['bouche', 'granit', 'haleine', 'cuisine', 'souterraine', 'eau', 'vaisselle', 'sauce']",8,0.23529411764705882,4,17,0.5
Il clabaude aux esgourdes des blaireaux enfarinés et des tordus pasteurisés.,C2,"['clabaude', 'al', 'esgourder', 'blaireau', 'enfariner', 'tordu', 'pasteuriser']",11,[],0,0.0,1,7,0.6363636363636364
"D'autres éditeurs exploitent le créneau, et Internet regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais tellement plus amusante, des mathématiques",C2,"['éditeur', 'exploiter', 'créneau', 'internet', 'regorge', 'site', 'intéressant', 'permettre', 'approche', 'scolaire', 'amusant', 'mathématique']",25,"['exploiter', 'internet', 'permettre', 'approche']",4,0.16,4,12,0.48
"Mes souvenirs reparurent, d'abord confus, bientôt plus vifs.",C2,"['souvenir', 'reparaître', 'confus', 'bientôt']",9,['confus'],1,0.1111111111111111,3,4,0.4444444444444444
"Né en 1887 dans l'Empire austro-hongrois, serrurier de formation et poète par passion, Lajos Kassák est écrivain, peintre et fondateur de revues de l'avant-garde hongroise.",C2,"['naître', '1887', 'empire', 'austro', 'hongrois', 'serrurier', 'formation', 'poète', 'passion', 'lajos', 'kassák', 'écrivain', 'peintr', 'fondateur', 'revue', 'garde', 'hongrois']",29,"['naître', 'empire', 'austro', 'hongrois', 'serrurier', 'formation', 'garde', 'hongrois']",8,0.27586206896551724,6,17,0.5862068965517241
L'incompétence linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2,"['incompétence', 'linguistique', 'responsable', 'français', 'blague', 'récurrente', 'sommet', 'européen', 'grand', 'entreprise', 'international']",19,"['linguistique', 'blague', 'sommet', 'international']",4,0.21052631578947367,0,11,0.5789473684210527
"Quoique habillé d'un complet de soixante francs, il gardait une certaine élégance tapageuse, un peu commune, réelle cependant.",C2,"['habiller', 'complet', 'franc', 'garder', 'élégance', 'tapageur', 'commun', 'réelle']",19,"['franc', 'garder']",2,0.10526315789473684,4,8,0.42105263157894735
"Sébastien Granet et Hélène Lavoie, la cheffe, nous ont accueillis malgré un autobus de visiteurs qui ripaillaient",C2,"['sébastien', 'granet', 'hélène', 'lavoie', 'cheffe', 'accueillir', 'autobus', 'visiteur', 'ripailler']",17,"['granet', 'lavoie', 'autobus', 'visiteur']",4,0.23529411764705882,2,9,0.5294117647058824
Souvent elle était rêveuse et taciturne ; quelquefois elle parlait avec impétuosité.,C2,"['rêveur', 'taciturne', 'quelquefois', 'impétuosité']",11,[],0,0.0,1,4,0.36363636363636365
"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels",C2,"['dzinkowski', 'dzinkowski', '2000', 'étude', 'estimer', '50', '90', 'pourcent', 'valeur', 'créer', 'entreprise', 'provenir', 'exploitation', 'actif', 'intellectuel']",25,[],0,0.0,3,15,0.6
